"","GID_2","value"
"2856","USA.20.7_1",80
"2857","USA.20.8_1",87
"2858","USA.20.9_1",150
"2859","USA.20.10_1",164
"2860","USA.20.11_1",42
"2861","USA.20.12_1",60
"2862","USA.20.13_1",123
"2863","USA.20.14_1",110
"2864","USA.20.15_1",62
"2865","USA.20.16_1",220
"2866","USA.22.1_1",56
"2867","USA.22.2_1",129
"2868","USA.22.3_1",115
"2869","USA.22.4_1",20
"2870","USA.22.5_1",123
"2871","USA.22.6_1",194
"2872","USA.22.7_1",134
"2873","USA.22.8_1",190
"2874","USA.22.9_1",137
"2875","USA.22.10_1",10
"2876","USA.22.11_1",80
"2877","USA.22.12_1",144
"2878","USA.22.13_1",6
"2879","USA.22.14_1",439
"2880","USA.30.1_1",55
"2881","USA.30.2_1",69
"2882","USA.30.3_1",117
"2883","USA.30.4_1",78
"2884","USA.30.5_1",131
"2885","USA.30.6_1",163
"2886","USA.30.7_1",215
"2887","USA.30.8_1",177
"2888","USA.30.9_1",103
"2889","USA.30.10_1",101
"2890","USA.40.1_1",4
"2891","USA.40.2_1",49
"2892","USA.40.3_1",65
"2893","USA.40.4_1",105
"2894","USA.40.5_1",66
"2895","USA.41.1_1",132
"2896","USA.41.2_1",249
"2897","USA.41.3_1",1
"2898","USA.41.4_1",260
"2899","USA.41.5_1",35
"2900","USA.41.6_1",37
"2901","USA.41.7_1",16
"2902","USA.41.8_1",60
"2903","USA.41.9_1",41
"2904","USA.41.10_1",49
"2905","USA.41.11_1",77
"2906","USA.41.12_1",103
"2907","USA.41.13_1",74
"2908","USA.41.14_1",47
"2909","USA.41.15_1",115
"2910","USA.41.16_1",46
"2911","USA.41.17_1",15
"2912","USA.41.18_1",69
"2913","USA.41.19_1",90
"2914","USA.41.20_1",66
"2915","USA.41.21_1",63
"2916","USA.41.22_1",29
"2917","USA.41.23_1",202
"2918","USA.41.24_1",106
"2919","USA.41.25_1",35
"2920","USA.41.26_1",100
"2921","USA.41.27_1",21
"2922","USA.41.28_1",139
"2923","USA.41.29_1",106
"2924","USA.41.30_1",139
"2925","USA.41.31_1",73
"2926","USA.41.32_1",226
"2927","USA.41.33_1",17
"2928","USA.41.34_1",29
"2929","USA.41.35_1",23
"2930","USA.41.36_1",141
"2931","USA.41.37_1",182
"2932","USA.41.38_1",119
"2933","USA.41.39_1",195
"2934","USA.41.40_1",70
"2935","USA.41.41_1",104
"2936","USA.41.42_1",301
"2937","USA.41.43_1",52
"2938","USA.41.44_1",66
"2939","USA.41.45_1",51
"2940","USA.41.46_1",183
"2941","USA.46.1_1",142
"2942","USA.46.2_1",63
"2943","USA.46.3_1",111
"2944","USA.46.4_1",100
"2945","USA.46.5_1",24
"2946","USA.46.6_1",101
"2947","USA.46.7_1",0
"2948","USA.46.8_1",57
"2949","USA.46.9_1",118
"2950","USA.46.10_1",119
"2951","USA.46.11_1",157
"2952","USA.46.12_1",123
"2953","USA.46.13_1",123
"2954","USA.46.14_1",198
"2955","USA.47.1_1",74
"2956","USA.47.2_1",169
"2957","USA.47.3_1",0
"2958","USA.47.4_1",30
"2959","USA.47.5_1",47
"2960","USA.47.6_1",65
"2961","USA.47.7_1",68
"2962","USA.47.8_1",0
"2963","USA.47.9_1",310
"2964","USA.47.10_1",6
"2965","USA.47.11_1",221
"2966","USA.47.12_1",0
"2967","USA.47.13_1",43
"2968","USA.47.14_1",81
"2969","USA.47.15_1",0
"2970","USA.47.16_1",32
"2971","USA.47.17_1",15
"2972","USA.47.18_1",92
"2973","USA.47.19_1",0
"2974","USA.47.20_1",83
"2975","USA.47.21_1",46
"2976","USA.47.22_1",76
"2977","USA.47.23_1",0
"2978","USA.47.24_1",37
"2979","USA.47.25_1",0
"2980","USA.47.26_1",0
"2981","USA.47.27_1",41
"2982","USA.47.28_1",93
"2983","USA.47.29_1",0
"2984","USA.47.30_1",0
"2985","USA.47.31_1",0
"2986","USA.47.32_1",39
"2987","USA.47.33_1",104
"2988","USA.47.34_1",56
"2989","USA.47.35_1",0
"2990","USA.47.36_1",27
"2991","USA.47.37_1",53
"2992","USA.47.38_1",0
"2993","USA.47.39_1",15
"2994","USA.47.40_1",22
"2995","USA.47.41_1",0
"2996","USA.47.42_1",0
"2997","USA.47.43_1",261
"2998","USA.47.44_1",80
"2999","USA.47.45_1",69
"3000","USA.47.46_1",133
"3001","USA.47.47_1",143
"3002","USA.47.48_1",0
"3003","USA.47.49_1",0
"3004","USA.47.50_1",49
"3005","USA.47.51_1",33
"3006","USA.47.52_1",59
"3007","USA.47.53_1",76
"3008","USA.47.54_1",39
"3009","USA.47.55_1",4
"3010","USA.47.56_1",92
"3011","USA.47.57_1",0
"3012","USA.47.58_1",110
"3013","USA.47.59_1",0
"3014","USA.47.60_1",23
"3015","USA.47.61_1",51
"3016","USA.47.62_1",35
"3017","USA.47.63_1",0
"3018","USA.47.64_1",0
"3019","USA.47.65_1",0
"3020","USA.47.66_1",0
"3021","USA.47.67_1",0
"3022","USA.47.68_1",0
"3023","USA.47.69_1",10
"3024","USA.47.70_1",64
"3025","USA.47.71_1",0
"3026","USA.47.72_1",314
"3027","USA.47.73_1",110
"3028","USA.47.74_1",46
"3029","USA.47.75_1",0
"3030","USA.47.76_1",74
"3031","USA.47.77_1",0
"3032","USA.47.78_1",0
"3033","USA.47.79_1",0
"3034","USA.47.80_1",32
"3035","USA.47.81_1",53
"3036","USA.47.82_1",13
"3037","USA.47.83_1",102
"3038","USA.47.84_1",47
"3039","USA.47.85_1",0
"3040","USA.47.86_1",0
"3041","USA.47.87_1",0
"3042","USA.47.88_1",2
"3043","USA.47.89_1",12
"3044","USA.47.90_1",0
"3045","USA.47.91_1",59
"3046","USA.47.92_1",87
"3047","USA.47.93_1",115
"3048","USA.47.94_1",57
"3049","USA.47.95_1",0
"3050","USA.47.96_1",128
"3051","USA.47.97_1",0
"3052","USA.47.98_1",0
"3053","USA.47.99_1",54
"3054","USA.47.100_1",0
"3055","USA.47.101_1",0
"3056","USA.47.102_1",0
"3057","USA.47.103_1",57
"3058","USA.47.104_1",0
"3059","USA.47.105_1",88
"3060","USA.47.106_1",15
"3061","USA.47.107_1",50
"3062","USA.47.108_1",0
"3063","USA.47.109_1",99
"3064","USA.47.110_1",543
"3065","USA.47.111_1",87
"3066","USA.47.112_1",0
"3067","USA.47.113_1",122
"3068","USA.47.114_1",192
"3069","USA.47.115_1",57
"3070","USA.47.116_1",22
"3071","USA.47.117_1",53
"3072","USA.47.118_1",68
"3073","USA.47.119_1",0
"3074","USA.47.120_1",35
"3075","USA.47.121_1",20
"3076","USA.47.122_1",14
"3077","USA.47.123_1",81
"3078","USA.47.124_1",0
"3079","USA.47.125_1",63
"3080","USA.47.126_1",160
"3081","USA.47.127_1",0
"3082","USA.47.128_1",18
"3083","USA.47.129_1",0
"3084","USA.47.130_1",0
"3085","USA.47.131_1",24
"3086","USA.47.132_1",93
"3087","USA.47.133_1",23
"3088","USA.49.1_1",130
"3089","USA.49.2_1",195
"3090","USA.49.3_1",16
"3091","USA.49.4_1",99
"3092","USA.49.5_1",18
"3093","USA.49.6_1",86
"3094","USA.49.7_1",48
"3095","USA.49.8_1",40
"3096","USA.49.9_1",102
"3097","USA.49.10_1",69
"3098","USA.49.11_1",64
"3099","USA.49.12_1",86
"3100","USA.49.13_1",118
"3101","USA.49.14_1",183
"3102","USA.49.15_1",24
"3103","USA.49.16_1",181
"3104","USA.49.17_1",185
"3105","USA.49.18_1",177
"3106","USA.49.19_1",139
"3107","USA.49.20_1",73
"3108","USA.49.21_1",94
"3109","USA.49.22_1",33
"3110","USA.49.23_1",3
"3111","USA.49.24_1",154
"3112","USA.49.25_1",97
"3113","USA.49.26_1",172
"3114","USA.49.27_1",5
"3115","USA.49.28_1",52
"3116","USA.49.29_1",118
"3117","USA.49.30_1",0
"3118","USA.49.31_1",138
"3119","USA.49.32_1",157
"3120","USA.49.33_1",84
"3121","USA.49.34_1",102
"3122","USA.49.35_1",32
"3123","USA.49.36_1",99
"3124","USA.49.37_1",71
"3125","USA.49.38_1",89
"3126","USA.49.39_1",211
"3127","USA.49.40_1",158
"3128","USA.49.41_1",71
"3129","USA.49.42_1",68
"3130","USA.49.43_1",85
"3131","USA.49.44_1",100
"3132","USA.49.45_1",103
"3133","USA.49.46_1",70
"3134","USA.49.47_1",29
"3135","USA.49.48_1",50
"3136","USA.49.49_1",101
"3137","USA.49.50_1",57
"3138","USA.49.51_1",11
"3139","USA.49.52_1",68
"3140","USA.49.53_1",51
"3141","USA.49.54_1",148
"3142","USA.49.55_1",12
